"Product_Collection","Vertical_Segment","Age","Lithography","Recommended_Customer_Price","nb_of_Threads","Cache","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Intel_Hyper_Threading_Technology_","Processor_Base_Frequency"
"Legacy IntelA Processors","Desktop",309,45,232,1,62,65,16,21,"No",2.83
"Legacy IntelA Processors","Desktop",108,45,287,4,122,95,144,25.6,"No",2.83
"Legacy IntelA Processors","Desktop",109,45,340,4,122,65,144,25.6,"No",2.83
"Legacy IntelA Processors","Desktop",308,45,339,4,122,95,64.45,85,"No",3
"Legacy IntelA Processors","Mobile",110,32,138,4,3,35,8.79,17.1,"Yes",2.13
"Legacy IntelA Processors","Mobile",110,32,177,4,3,35,8,17.1,"Yes",2.13
"Legacy IntelA Processors","Mobile",210,32,225,4,3,18,8,12.8,"Yes",1.2
"Legacy IntelA Processors","Mobile",110,32,346,4,3,35,8,17.1,"Yes",2.26
"Legacy IntelA Processors","Mobile",310,32,346,4,3,35,8,17.1,"Yes",2.4
"Legacy IntelA Processors","Mobile",310,32,281,4,3,35,8,17.1,"Yes",2.53
"Legacy IntelA Processors","Mobile",410,32,134,4,3,18,8,12.8,"Yes",1.33
"Legacy IntelA Processors","Desktop",110,32,117,4,4,73,16.38,21,"Yes",2.93
"Legacy IntelA Processors","Desktop",110,32,205,4,4,73,16.38,21,"Yes",3.06
"Legacy IntelA Processors","Desktop",210,32,117,4,4,73,16.38,21,"Yes",3.2
"Legacy IntelA Processors","Mobile",110,32,138,4,3,35,8,17.1,"Yes",2.26
"Legacy IntelA Processors","Mobile",210,32,281,4,3,18,8,12.8,"Yes",1.2
"Legacy IntelA Processors","Mobile",210,32,281,4,3,35,8,17.1,"Yes",2.4
"Legacy IntelA Processors","Mobile",310,32,315,4,3,35,8,17.1,"Yes",2.53
"Legacy IntelA Processors","Mobile",410,32,266,4,3,18,8,12.8,"Yes",1.33
"Legacy IntelA Processors","Embedded",110,32,210,4,3,35,8.79,17.1,"Yes",2.4
"Legacy IntelA Processors","Mobile",110,32,281,4,3,35,8.3,17.1,"Yes",2.4
"Legacy IntelA Processors","Mobile",110,32,415,4,3,18,8,12.8,"Yes",1.07
"Legacy IntelA Processors","Mobile",110,32,269,4,3,35,8,17.1,"Yes",2.53
"Legacy IntelA Processors","Mobile",210,32,315,4,3,18,8,12.8,"Yes",1.2
"Legacy IntelA Processors","Mobile",310,32,225,4,3,35,8,17.1,"Yes",2.66
"Legacy IntelA Processors","Mobile",310,32,281,4,3,18,8,12.8,"Yes",1.33
"Legacy IntelA Processors","Mobile",310,32,346,4,3,35,8,17.1,"Yes",2.66
"Legacy IntelA Processors","Desktop",110,32,177,4,4,73,16.38,21,"Yes",3.2
"Legacy IntelA Processors","Desktop",210,32,177,4,4,73,16.38,21,"Yes",3.2
"Legacy IntelA Processors","Desktop",110,32,276,4,4,73,16.38,21,"Yes",3.33
"Legacy IntelA Processors","Desktop",110,32,177,4,4,87,16.38,21,"Yes",3.33
"Legacy IntelA Processors","Desktop",110,32,305,4,4,73,16.6,21,"Yes",3.46
"Legacy IntelA Processors","Desktop",309,45,132,4,8,95,16,21,"No",2.66
"Legacy IntelA Processors","Desktop",110,45,279,4,8,82,16,21,"No",2.4
"Legacy IntelA Processors","Desktop",310,45,213,4,8,95,16,21,"No",2.8
"Legacy IntelA Processors","Embedded",110,32,247,4,4,25,8.79,17.1,"Yes",2
"Legacy IntelA Processors","Mobile",110,32,236,4,4,25,8,17.1,"Yes",2
"Legacy IntelA Processors","Mobile",110,32,250,4,4,35,8,17.1,"Yes",2.66
"Legacy IntelA Processors","Embedded",110,32,248,4,4,18,8.79,12.8,"Yes",1.06
"Legacy IntelA Processors","Mobile",110,32,281,4,4,18,8,12.8,"Yes",1.06
"Legacy IntelA Processors","Mobile",110,32,269,4,4,25,8,17.1,"Yes",2.13
"Legacy IntelA Processors","Mobile",310,32,281,4,4,35,8,17.1,"Yes",2.8
"Legacy IntelA Processors","Mobile",110,32,304,4,4,18,8,12.8,"Yes",1.2
"Legacy IntelA Processors","Mobile",310,32,281,4,4,25,8,17.1,"Yes",2.26
"Legacy IntelA Processors","Mobile",110,32,248,4,4,18,8.79,12.8,"Yes",1.33
"Legacy IntelA Processors","Mobile",210,32,304,4,4,18,8,12.8,"Yes",1.33
"Legacy IntelA Processors","Mobile",310,32,281,4,4,18,8,12.8,"Yes",1.46
"Legacy IntelA Processors","Mobile",310,45,380,8,6,45,8,21,"Yes",1.73
"Legacy IntelA Processors","Mobile",310,45,570,8,8,45,8,21,"Yes",1.86
"Legacy IntelA Processors","Desktop",110,45,362,8,8,82,16,21,"Yes",2.53
"Legacy IntelA Processors","Desktop",309,45,305,8,8,95,16,21,"Yes",2.93
"Legacy IntelA Processors","Desktop",210,45,378,8,8,82,16,21,"Yes",2.66
"Legacy IntelA Processors","Desktop",210,45,353,8,8,95,16,21,"Yes",2.93
"Legacy IntelA Processors","Desktop",210,45,570,8,8,95,16,21,"Yes",3.06
"Legacy IntelA Processors","Desktop",110,45,305,8,8,130,24,25.6,"Yes",2.8
"Legacy IntelA Processors","Desktop",408,45,555,8,8,130,24,25.6,"Yes",2.93
"Legacy IntelA Processors","Desktop",209,45,305,8,8,130,24,25.6,"Yes",3.06
"Legacy IntelA Processors","Desktop",409,45,305,8,8,130,24,25.6,"Yes",3.2
"Legacy IntelA Processors","Desktop",310,32,594,12,12,130,24,25.6,"Yes",3.2
"Legacy IntelA Processors","Desktop",211,32,594,12,12,130,24,25.6,"Yes",3.33
"Legacy IntelA Processors","Desktop",310,32,117,4,4,73,16.38,21,"Yes",3.33
"Legacy IntelA Processors","Mobile",111,32,426,4,3,35,8,17.1,"Yes",2.66
"Legacy IntelA Processors","Mobile",111,32,225,4,3,35,8,17.1,"Yes",2.66
"Legacy IntelA Processors","Desktop",210,32,305,4,4,73,16.6,21,"Yes",3.6
"Legacy IntelA Processors","Mobile",110,32,232,4,4,35,8.79,17.1,"Yes",2.53
"Legacy IntelA Processors","Mobile",309,45,380,8,6,45,8,21,"Yes",1.6
"Legacy IntelA Processors","Mobile",309,45,303,8,8,45,8,21,"Yes",1.73
"Legacy IntelA Processors","Desktop",309,45,182,8,8,95,16,21,"Yes",2.8
"Legacy IntelA Processors","Desktop",408,45,305,8,8,130,24,25.6,"Yes",2.66
"Legacy IntelA Processors","Desktop",111,32,120,4,3,65,32,21,"Yes",3.1
"Legacy IntelA Processors","Desktop",111,32,132,4,3,35,32,21,"Yes",2.5
"Legacy IntelA Processors","Desktop",211,32,134,4,3,65,32,21,"Yes",3.1
"Legacy IntelA Processors","Desktop",211,32,117,4,3,65,32,21,"Yes",3.1
"Legacy IntelA Processors","Embedded",212,32,293,4,3,25,32,21.3,"Yes",2
"Legacy IntelA Processors","Desktop",111,32,293,4,3,65,32,21,"Yes",3.3
"Legacy IntelA Processors","Desktop",311,32,121,4,3,35,32,21,"Yes",2.6
"Legacy IntelA Processors","Desktop",311,32,235,4,3,65,32,21,"Yes",3.3
"Legacy IntelA Processors","Desktop",311,32,117,4,3,65,32,21,"Yes",3.4
"Legacy IntelA Processors","Mobile",111,32,346,4,3,35,16,21.3,"Yes",2.1
"Legacy IntelA Processors","Embedded",111,32,187,4,3,35,16.6,21.3,"Yes",2.1
"Legacy IntelA Processors","Mobile",211,32,315,4,3,35,16,21.3,"Yes",2.1
"Legacy IntelA Processors","Mobile",312,32,346,4,3,35,16,21.3,"Yes",2.2
"Legacy IntelA Processors","Mobile",211,32,281,4,33,35,16,21.3,"Yes",2.2
"Legacy IntelA Processors","Mobile",211,32,187,4,3,35,16.6,21.3,"Yes",2.2
"Legacy IntelA Processors","Embedded",211,32,209,4,3,17,16.6,21.3,"Yes",1.3
"Legacy IntelA Processors","Mobile",113,32,281,4,3,35,16,21.3,"Yes",2.3
"Legacy IntelA Processors","Mobile",411,32,415,4,3,35,16,21.3,"Yes",2.3
"Legacy IntelA Processors","Mobile",211,32,225,4,33,17,16,21.3,"Yes",1.3
"Legacy IntelA Processors","Mobile",312,32,250,4,3,17,16,17,"Yes",1.4
"Legacy IntelA Processors","Mobile",411,32,250,4,3,17,16,21.3,"Yes",1.4
"Legacy IntelA Processors","Mobile",112,32,225,4,3,35,16,21.3,"Yes",2.4
"Legacy IntelA Processors","Mobile",113,32,211,4,3,17,16,21.3,"Yes",1.5
"Legacy IntelA Processors","Mobile",212,32,315,4,3,17,16,21,"Yes",1.5
"Legacy IntelA Processors","Desktop",111,32,187,4,6,95,32,21,"No",2.8
"Legacy IntelA Processors","Desktop",211,32,117,4,6,95,32,21,"No",2.9
"Legacy IntelA Processors","Desktop",311,32,177,4,6,95,32,21,"No",3
"Legacy IntelA Processors","Desktop",112,32,187,4,6,95,32,21,"No",3.1
"Legacy IntelA Processors","Desktop",111,32,305,4,3,35,32,21,"Yes",2.7
"Legacy IntelA Processors","Desktop",111,32,174,4,6,95,32,21,"No",3.1
"Legacy IntelA Processors","Desktop",111,32,134,4,6,65,32,21,"No",2.5
"Legacy IntelA Processors","Desktop",211,32,225,4,6,65,32,21,"No",2.5
"Legacy IntelA Processors","Mobile",111,32,315,4,3,35,16,21.3,"Yes",2.3
"Legacy IntelA Processors","Mobile",411,32,306,4,3,35,16,21.3,"Yes",2.4
"Legacy IntelA Processors","Mobile",112,32,225,4,3,35,16,21.3,"Yes",2.5
"Legacy IntelA Processors","Mobile",411,32,225,4,3,35,16,21.3,"Yes",2.4
"Legacy IntelA Processors","Desktop",112,32,205,4,6,95,32,21,"No",3.2
"Legacy IntelA Processors","Mobile",211,32,364,4,33,17,8.01,21.3,"Yes",1.6
"Legacy IntelA Processors","Desktop",111,32,280,4,6,95,32,21,"No",3.3
"Legacy IntelA Processors","Desktop",111,32,210,4,6,95,32,21,"No",3.3
"Legacy IntelA Processors","Desktop",111,32,276,4,6,65,32,21,"No",2.7
"Legacy IntelA Processors","Desktop",111,32,117,4,6,45,32,21,"No",2.3
"Legacy IntelA Processors","Mobile",111,32,236,4,3,35,16.6,21.3,"Yes",2.5
"Legacy IntelA Processors","Embedded",111,32,250,4,3,35,16.6,21.3,"Yes",2.5
"Legacy IntelA Processors","Mobile",111,32,315,4,3,35,16,21.3,"Yes",2.5
"Legacy IntelA Processors","Mobile",111,32,269,4,3,35,16,21.3,"Yes",2.6
"Legacy IntelA Processors","Mobile",111,32,281,4,3,17,8.01,21.3,"Yes",1.4
"Legacy IntelA Processors","Desktop",112,32,235,4,6,95,32,21,"No",3.4
"Legacy IntelA Processors","Desktop",111,32,261,8,8,95,32,21,"Yes",3.4
"Legacy IntelA Processors","Mobile",211,32,225,4,33,17,8.01,21.3,"Yes",1.7
"Legacy IntelA Processors","Desktop",111,32,623,8,8,95,32,21,"Yes",3.4
"Legacy IntelA Processors","Desktop",111,32,378,8,8,65,32,21,"Yes",2.8
"Legacy IntelA Processors","Embedded",111,32,280,4,4,17,16.6,21,"Yes",1.5
"Legacy IntelA Processors","Mobile",111,32,281,4,4,17,8.01,21.3,"Yes",1.5
"Legacy IntelA Processors","Mobile",111,32,315,4,4,35,16,21.3,"Yes",2.7
"Legacy IntelA Processors","Mobile",111,32,570,8,6,45,16,21.3,"Yes",2
"Legacy IntelA Processors","Mobile",111,32,393,4,4,25,8.01,21.3,"Yes",2.1
"Legacy IntelA Processors","Mobile",111,32,378,8,6,45,16,21.3,"Yes",2
"Legacy IntelA Processors","Mobile",211,32,281,4,43,17,8.01,21.3,"Yes",1.7
"Legacy IntelA Processors","Mobile",411,32,225,4,4,35,16,21.3,"Yes",2.8
"Legacy IntelA Processors","Mobile",111,32,281,4,4,25,8.01,21.3,"Yes",2.3
"Legacy IntelA Processors","Embedded",111,32,306,4,4,25,16.6,21.3,"Yes",2.2
"Legacy IntelA Processors","Mobile",111,32,266,4,4,17,8.01,21.3,"Yes",1.6
"Legacy IntelA Processors","Mobile",411,32,378,8,6,45,16,21.3,"Yes",2.2
"Legacy IntelA Processors","Mobile",411,32,434,8,6,45,32,21.3,"Yes",2.2
"Legacy IntelA Processors","Mobile",211,32,315,4,43,17,8.01,21.3,"Yes",1.8
"Legacy IntelA Processors","Desktop",411,32,409,8,8,95,32,21,"Yes",3.5
"Legacy IntelA Processors","Embedded",111,32,295,8,6,45,16.6,21.3,"Yes",2.1
"Legacy IntelA Processors","Mobile",111,32,295,8,6,45,16.6,21,"Yes",2.1
"Legacy IntelA Processors","Mobile",111,32,378,8,6,45,32,25.6,"Yes",2.2
"Legacy IntelA Processors","Mobile",411,32,378,8,6,45,32,25.6,"Yes",2.4
"Legacy IntelA Processors","Mobile",411,32,568,8,8,45,32,25.6,"Yes",2.5
"Legacy IntelA Processors","Mobile",111,32,570,8,8,45,32,25.6,"Yes",2.3
"Legacy IntelA Processors","Mobile",212,22,225,4,3,35,32,25.6,"Yes",2.4
"Legacy IntelA Processors","Embedded",313,22,293,4,43,25,32,21.3,"Yes",2.5
"Legacy IntelA Processors","Mobile",312,22,225,4,3,35,32,25.6,"Yes",2.5
"Legacy IntelA Processors","Embedded",312,22,199,4,3,35,16,25.6,"Yes",2.4
"Legacy IntelA Processors","Mobile",113,22,281,4,3,35,32,25.6,"Yes",2.6
"Legacy IntelA Processors","Desktop",113,22,117,4,3,55,32,25.6,"Yes",3.2
"Legacy IntelA Processors","Mobile",212,22,225,4,3,17,32,25.6,"Yes",1.8
"Legacy IntelA Processors","Embedded",312,22,221,4,3,17,16,25.6,"Yes",1.6
"Legacy IntelA Processors","Desktop",312,22,205,4,3,55,32,25.6,"Yes",3.3
"Legacy IntelA Processors","Desktop",312,22,117,4,3,35,32,25.6,"Yes",2.8
"Legacy IntelA Processors","Desktop",312,22,134,4,3,55,32,25.6,"Yes",3.3
"Legacy IntelA Processors","Mobile",113,22,225,4,3,17,32,25.6,"Yes",1.9
"Legacy IntelA Processors","Desktop",312,22,117,4,3,55,32,25.6,"Yes",3.4
"Legacy IntelA Processors","Mobile",113,22,281,4,3,13,32,25.6,"Yes",1.4
"Legacy IntelA Processors","Desktop",213,22,324,4,3,55,32,25.6,"Yes",3.4
"Legacy IntelA Processors","Desktop",312,22,117,4,3,35,32,25.6,"Yes",2.9
"Legacy IntelA Processors","Desktop",213,22,117,4,3,55,32,25.6,"Yes",3.5
"Legacy IntelA Processors","Mobile",212,22,225,4,3,35,32,25.6,"Yes",2.5
"Legacy IntelA Processors","Desktop",213,22,117,4,3,35,32,25.6,"Yes",3
"Legacy IntelA Processors","Mobile",113,22,213,4,3,35,32,25.6,"Yes",2.6
"Legacy IntelA Processors","Mobile",113,22,225,4,3,35,32,25.6,"Yes",2.6
"Legacy IntelA Processors","Mobile",212,22,225,4,3,17,32,25.6,"Yes",1.7
"Legacy IntelA Processors","Mobile",212,22,225,4,3,35,32,25.6,"Yes",2.6
"Legacy IntelA Processors","Mobile",212,22,225,4,3,35,32,25.6,"Yes",2.5
"Legacy IntelA Processors","Desktop",312,22,117,4,6,77,32,25.6,"No",3
"Legacy IntelA Processors","Desktop",312,22,182,4,6,65,32,25.6,"No",2.7
"Legacy IntelA Processors","Mobile",113,22,225,4,3,17,32,25.6,"Yes",1.8
"Legacy IntelA Processors","Mobile",113,22,304,4,3,13,32,25.6,"Yes",1.5
"Legacy IntelA Processors","Desktop",313,22,250,4,6,77,32,25.6,"No",3.1
"Legacy IntelA Processors","Desktop",313,22,132,4,6,65,32,25.6,"No",2.8
"Legacy IntelA Processors","Mobile",113,22,315,4,3,35,32,25.6,"Yes",2.7
"Legacy IntelA Processors","Desktop",312,22,177,4,6,69,32.23,25.6,"No",3.1
"Legacy IntelA Processors","Mobile",212,22,281,4,3,35,32,25.6,"Yes",2.8
"Legacy IntelA Processors","Mobile",212,22,225,4,3,17,32,25.6,"Yes",1.8
"Legacy IntelA Processors","Mobile",113,22,393,4,3,35,32,25.6,"Yes",2.9
"Legacy IntelA Processors","Mobile",113,22,281,4,3,17,32,25.6,"Yes",1.9
"Legacy IntelA Processors","Mobile",113,22,346,4,3,13,32,25.6,"Yes",1.5
"Legacy IntelA Processors","Desktop",212,22,195,4,6,77,32,25.6,"No",3.1
"Legacy IntelA Processors","Desktop",212,22,168,4,6,65,32,25.6,"No",2.8
"Legacy IntelA Processors","Desktop",212,22,201,4,6,77,32,25.6,"No",3.2
"Legacy IntelA Processors","Desktop",212,22,266,4,6,65,32,25.6,"No",2.9
"Legacy IntelA Processors","Desktop",212,22,184,4,3,35,32,25.6,"Yes",2.9
"Legacy IntelA Processors","Desktop",212,22,201,4,6,65,32,25.6,"No",2.9
"Legacy IntelA Processors","Desktop",212,22,117,4,6,77,32,25.6,"No",3.3
"Legacy IntelA Processors","Desktop",212,22,197,4,6,65,32,25.6,"No",3
"Legacy IntelA Processors","Desktop",212,22,213,4,6,77,32,25.6,"No",3.4
"Legacy IntelA Processors","Desktop",212,22,248,4,6,77,32,25.6,"No",3.4
"Legacy IntelA Processors","Desktop",212,22,205,4,6,45,32,25.6,"No",2.3
"Legacy IntelA Processors","Desktop",212,22,205,4,6,65,32,25.6,"No",3.1
"Legacy IntelA Processors","Embedded",212,22,235,4,3,35,16,25.6,"Yes",2.7
"Legacy IntelA Processors","Mobile",212,22,315,4,4,17,32,25.6,"Yes",1.9
"Legacy IntelA Processors","Mobile",212,22,346,4,4,35,32,25.6,"Yes",2.9
"Legacy IntelA Processors","Embedded",212,22,280,4,4,17,16,25.6,"Yes",1.7
"Legacy IntelA Processors","Mobile",113,22,346,4,4,17,32,25.6,"Yes",2
"Legacy IntelA Processors","Mobile",113,22,346,4,4,35,32,25.6,"Yes",3
"Legacy IntelA Processors","Embedded",212,22,306,4,4,25,16,25.6,"Yes",2.5
"Legacy IntelA Processors","Embedded",212,22,335,8,6,45,32.23,25.6,"Yes",2.3
"Legacy IntelA Processors","Mobile",212,22,378,8,6,45,32,25.6,"Yes",2.3
"Legacy IntelA Processors","Mobile",212,22,378,8,6,35,32,25.6,"Yes",2.1
"Legacy IntelA Processors","Embedded",212,22,363,8,6,35,16.11,25.6,"Yes",2.1
"Legacy IntelA Processors","Mobile",212,22,378,8,6,35,32,25.6,"Yes",2.1
"Legacy IntelA Processors","Embedded",212,22,335,8,6,45,16.11,25.6,"Yes",2.3
"Legacy IntelA Processors","Mobile",212,22,378,8,6,45,32,25.6,"Yes",2.3
"Legacy IntelA Processors","Mobile",312,22,378,8,6,45,32,25.6,"Yes",2.4
"Legacy IntelA Processors","Mobile",312,22,378,8,6,35,32,25.6,"Yes",2.2
"Legacy IntelA Processors","Mobile",312,22,295,8,6,35,32,25.6,"Yes",2.2
"Legacy IntelA Processors","Mobile",312,22,378,8,6,45,32,25.6,"Yes",2.4
"Legacy IntelA Processors","Mobile",212,22,346,4,4,17,32,25.6,"Yes",2
"Legacy IntelA Processors","Mobile",113,22,346,4,4,17,32,25.6,"Yes",2.1
"Legacy IntelA Processors","Mobile",113,22,250,4,4,13,32,25.6,"Yes",1.5
"Legacy IntelA Processors","Mobile",212,22,378,8,6,45,32,25.6,"Yes",2.6
"Legacy IntelA Processors","Desktop",212,22,378,8,8,77,32,25.6,"Yes",3.4
"Legacy IntelA Processors","Mobile",312,22,378,8,6,45,32,25.6,"Yes",2.7
"Legacy IntelA Processors","Desktop",212,22,409,8,8,77,32,25.6,"Yes",3.5
"Legacy IntelA Processors","Desktop",212,22,378,8,8,65,32,25.6,"Yes",3.1
"Legacy IntelA Processors","Desktop",212,22,294,8,8,45,32,25.6,"Yes",2.5
"Legacy IntelA Processors","Mobile",212,22,568,8,8,45,32,25.6,"Yes",2.7
"Legacy IntelA Processors","Mobile",312,22,568,8,8,45,32,25.6,"Yes",2.8
"Legacy IntelA Processors","Desktop",406,65,224,2,82,130,24,25.6,"No",2.66
"Legacy IntelA Processors","Desktop",207,65,999,4,82,130,24,25.6,"No",2.93
"Legacy IntelA Processors","Desktop",307,65,224,4,82,130,288,25.6,"No",3
"Legacy IntelA Processors","Mobile",308,45,969,4,122,45,144,85,"No",2.53
"Legacy IntelA Processors","Desktop",407,45,183,4,122,130,144,85,"No",3
"Legacy IntelA Processors","Desktop",108,45,316,4,122,136,24,25.6,"No",3.2
"Legacy IntelA Processors","Desktop",108,45,224,4,122,150,24,25.6,"No",3.2
"Legacy IntelA Processors","Desktop",306,65,1177,4,42,75,64,85,"No",2.93
"Legacy IntelA Processors","Mobile",307,65,10.7,2,42,44,8,17.1,"No",2.6
"Legacy IntelA Processors","Mobile",307,65,107,2,42,44,128,85,"No",2.8
"Legacy IntelA Processors","Mobile",108,45,426,4,62,44,8,17.1,"No",2.8
"Legacy IntelA Processors","Mobile",308,45,107,2,62,44,16,21,"No",3.06
"Legacy IntelA Processors","Mobile",309,45,459,8,8,55,8,21,"Yes",2
"Legacy IntelA Processors","Mobile",310,45,335,8,8,55,8,21,"Yes",2.13
"Legacy IntelA Processors","Desktop",408,45,990,8,8,130,24,25.6,"Yes",3.2
"Legacy IntelA Processors","Desktop",209,45,1059,8,8,130,24,25.6,"Yes",3.33
"Legacy IntelA Processors","Desktop",110,32,1059,12,12,130,24,25.6,"Yes",3.33
"Legacy IntelA Processors","Desktop",111,32,1059,12,12,130,24,25.6,"Yes",3.46
"Legacy IntelA Processors","Mobile",111,32,378,8,8,55,32,25.6,"Yes",2.5
"IntelA Processors","Server",415,14,129,4,3,25,128,34.1,"Yes",2.2
"IntelA Processors","Server",415,14,156,2,3,19,128,37.5,"No",1.5
"IntelA Processors","Server",415,14,194,8,6,25,128,34.1,"Yes",1.6
"IntelA Processors","Server",216,14,200,8,6,25,128,34.1,"Yes",1.5
"IntelA Processors","Desktop",113,22,64,2,3,55,32,21,"No",2.9
"IntelA Processors","Desktop",213,22,64,2,3,55,32,21,"No",3
"IntelA Processors","Desktop",113,22,64,2,3,35,32,21,"No",2.5
"IntelA Processors","Desktop",213,22,64,2,3,35,32,21,"No",2.6
"IntelA Processors","Desktop",312,22,47,2,3,35,32,25.6,"No",2.6
"IntelA Processors","Desktop",312,22,42,2,3,55,32,25.6,"No",3.1
"IntelA Processors","Desktop",213,22,107,2,3,35,32,25.6,"No",2.7
"IntelA Processors","Desktop",113,22,42,2,3,55,32,25.6,"No",3.2
"IntelA Processors","Desktop",213,22,93,2,3,55,32,25.6,"No",3.3
"IntelA Processors","Embedded",415,14,64,2,3,35,64,34.1,"No",2.4
"IntelA Processors","Desktop",315,14,64,2,3,35,64,34.1,"No",2.9
"IntelA Processors","Desktop",315,14,64,2,3,54,64,34.1,"No",3.3
"IntelA Processors","Desktop",117,14,64,4,3,54,64,34.1,"Yes",3.5
"IntelA Processors","Desktop",315,14,75,2,3,51,64,34.1,"No",3.6
"IntelA Processors","Desktop",315,14,161,2,3,51,64,34.1,"No",3.5
"IntelA Processors","Desktop",315,14,75,2,3,35,64,34.1,"No",3
"IntelA Processors","Desktop",117,14,64,4,3,35,64,34.1,"Yes",2.9
"IntelA Processors","Desktop",117,14,17,4,3,51,64,34.1,"Yes",3.7
"IntelA Processors","Desktop",117,14,20,4,3,51,64,34.1,"Yes",3.6
"IntelA Processors","Desktop",117,14,75,4,3,35,64,34.1,"Yes",3
"IntelA Processors","Desktop",313,22,87,2,3,53,32,21.3,"No",3
"IntelA Processors","Desktop",214,22,47,2,3,53,32,21.3,"No",3.1
"IntelA Processors","Desktop",313,22,64,2,3,35,32,21.3,"No",2.6
"IntelA Processors","Desktop",214,22,64,2,3,35,32,21.3,"No",2.7
"IntelA Processors","Desktop",314,22,107,2,3,53,32,21.3,"No",3.2
"IntelA Processors","Desktop",214,22,72,2,3,53,32,21.3,"No",3.2
"IntelA Processors","Desktop",115,22,64,2,3,53,32,21.3,"No",3.3
"IntelA Processors","Desktop",314,22,64,2,3,35,32,21.3,"No",2.8
"IntelA Processors","Desktop",115,22,64,2,3,35,32,21.3,"No",2.9
"IntelA Processors","Embedded",313,22,70,2,3,35,32,21.3,"No",2.3
"IntelA Processors","Desktop",313,22,64,2,3,53,32,25.6,"No",3.2
"IntelA Processors","Desktop",313,22,75,2,3,35,32,25.6,"No",2.7
"IntelA Processors","Desktop",313,22,64,2,3,53,32,25.6,"No",3.3
"IntelA Processors","Desktop",214,22,42,2,3,53,32,25.6,"No",3.3
"IntelA Processors","Desktop",214,22,75,2,3,35,32,25.6,"No",2.8
"IntelA Processors","Desktop",214,22,72,2,3,53,32,25.6,"No",3.4
"IntelA Processors","Desktop",314,22,75,2,3,35,32,25.6,"No",2.9
"IntelA Processors","Desktop",314,22,95,2,3,53,32,25.6,"No",3.5
"IntelA Processors","Desktop",115,22,75,2,3,35,32,25.6,"No",3
"IntelA Processors","Desktop",115,22,86,2,3,53,32,25.6,"No",3.6
"IntelA Processors","Embedded",114,22,86,2,2,25,32,25.6,"No",1.5
"IntelA Processors","Mobile",413,22,75,2,2,37,32,25.6,"No",2
"IntelA Processors","Mobile",313,22,107,2,2,15,16,25.6,"No",1.4
"IntelA Processors","Mobile",413,22,107,2,2,15,16,25.6,"No",1.4
"IntelA Processors","Mobile",214,22,75,2,2,37,32,25.6,"No",2.2
"IntelA Processors","Mobile",413,22,19,2,2,11.5,16,25.6,"No",1.1
"IntelA Processors","Mobile",313,22,107,2,2,15,16,25.6,"No",1.6
"IntelA Processors","Mobile",413,22,64,2,2,15,16,25.6,"No",1.6
"IntelA Processors","Mobile",313,22,75,2,2,35,32,25.6,"No",1.9
"IntelA Processors","Mobile",113,22,75,2,2,17,32,25.6,"No",1.5
"IntelA Processors","Mobile",313,22,75,2,2,17,32,25.6,"No",1.6
"IntelA Processors","Mobile",213,22,89,2,2,10,32,25.6,"No",1
"IntelA Processors","Embedded",113,22,76,2,2,35,16,25.6,"No",2.2
"IntelA Processors","Mobile",113,22,75,2,2,35,32,25.6,"No",2.1
"IntelA Processors","Mobile",113,22,107,2,2,17,32,25.6,"No",1.8
"IntelA Processors","Embedded",113,22,119,2,2,17,16,25.6,"No",1.4
"Legacy IntelA Processors","Desktop",406,65,1223,4,5122,65,64,68,"No",3.46
"Legacy IntelA Processors","Desktop",206,65,1223,4,5122,86,384,85,"No",3.33
"Legacy IntelA Processors","Desktop",405,90,72,1,2562,84,8.79,21,"No",3.33
"Legacy IntelA Processors","Desktop",206,65,1223,4,5122,86,384,68,"No",3.2
"Legacy IntelA Processors","Desktop",305,90,231,4,2562,84,64,85,"No",3.2
"Legacy IntelA Processors","Desktop",305,90,696,4,2562,73,8,17.1,"No",3.2
"Legacy IntelA Processors","Desktop",305,90,75,1,2562,73,8,10.66,"No",3.2
"Legacy IntelA Processors","Desktop",406,65,42,1,5122,86,8,17.1,"No",3.06
"Legacy IntelA Processors","Desktop",206,90,37,1,2562,84,144,25.6,"No",3.06
"Legacy IntelA Processors","Desktop",404,90,75,1,2562,84,32,21.3,"No",3.06
"Legacy IntelA Processors","Desktop",404,90,52,1,2562,73,128,68,"No",3.06
"Legacy IntelA Processors","Desktop",204,90,413,4,2562,84,128,85,"No",2.93
"Legacy IntelA Processors","Desktop",404,90,413,4,2562,84,8,17.1,"No",2.93
"Legacy IntelA Processors","Desktop",106,250,1100,4,5122,18.48,8,10.6,"No",0.3
"Legacy IntelA Processors","Desktop",404,90,72,1,2562,73,8,21,"No",2.93
"Legacy IntelA Processors","Desktop",106,65,22,1,542.32629249889,16.59,2,4.2,"No",0.266
"Legacy IntelA Processors","Desktop",208,90,413,4,2562,84,144,25.6,"No",2.8
"Legacy IntelA Processors","Desktop",204,250,224,2,128,95,144,21,"No",0.466
"Legacy IntelA Processors","Mobile",401,130,1177,4,256,8.3,64,68,"No",0.65
"Legacy IntelA Processors","Desktop",404,90,74,1,2562,84,128,68,"No",2.8
"Legacy IntelA Processors","Desktop",100,180,1100,4,1282,20,144,25.6,"No",0.766
"Legacy IntelA Processors","Desktop",110,130,856,4,1282,68.4,144,25.6,"No",2.8
